,user,time,text,likes,comments,repost,share,url
994,bae______s,2024-10-17,스팔하고갈게~~!1,1.0,,,,https://www.threads.net/@coeseon/post/DBMQazpyUjJ
995,awesome_guy_1995,2024-10-17,진짜 물이 떨어지는지 전등 떼서 봐야할듯. 물기가 있으면 누수라는거니까 그 전등은 누수잡을때까지 사용금지임.1,1.0,,,,https://www.threads.net/@coeseon/post/DBMQazpyUjJ
996,finalboss_engaged,2024-10-17,이거 궁금한데...,,,,,https://www.threads.net/@coeseon/post/DBMQazpyUjJ
997,minred177117,2024-10-17,"전등떼고 위에 봐야한다. 그 등위에 윗집 하수 배관 지나가는데 나는 실제로 거기서 누수가 있었다. 
캡 부분에 고무 패킹이 잘못 고정되어서 새걸로 교체함1",1.0,,,,https://www.threads.net/@coeseon/post/DBMQazpyUjJ
998,jongmyeong.kim,2024-10-18,"켰을때만 나고 좀 지나면 멈추는 경우 : 
전등에서 발생하는 열로 인하여 주변 구조물들이 팽창하면서 마찰하는 소리인듯.전등을 켠 후 한동안 나다가 멈추고, 끄면 조금이따가 또 소리나고 이런거라면 전등에서 발생하는 열이 원인임.1",1.0,,,,https://www.threads.net/@coeseon/post/DBMQazpyUjJ
999,saki_krr,2024-11-08,퇴사하고 다 긁어모아서 일본 세달살기 추진중ㅋㅋ,,,,,https://www.threads.net/@the_modgu/post/DCEp7BYy8p0
1000,hye_a__n,2024-10-31,ㅋㅋㅋ.. 나두 92년생 잔나비띠얌 반가워 내년부터 잔나비띠들 삼재 시작한다고 들엇어.... 올해 나도 참 이동도 많고 괴로운 일도 많고 흔들리는 일도 너무 많았는데 ㅠㅠ 삼재고자시고 우리 모두 내년엔 좀 나아지길.ㄹ.....🌅64,6.0,4.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1001,reallydomusic,2024-10-31,"1. 이태원 깔렸다가 겨우 살아나옴
2. 그 후 두달 뒤 교통사고
3. 로 인한 억울한 형사재판(2년만에 무죄로 겨우 끝)
4. 뇌전증 발병
5. 사업 망함
6. 사기 삼단 콤보
7. 파산인데 이겨낼려고 발악 중ㅎㅎ
정신줄 붙잡고 노력하니까
작년보단 올해가 낫고
점점 나아지는 것 같애ㅎㅎ673",67.0,3.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1002,funx.tion,2024-10-31,엥 92년생인데 오히려 좋았어;;32,3.0,2.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1003,ej._.222,2024-11-01,"1. 아빠 돌아가심
2. 동업 파탄 -> 4천날림
3. 차 사고&사기 -> 일반인 손해사정사인척 하고 보험금 먹고 차 팔고 튐 -> 5천
4. 코로나때 남자친구가 직원이랑 바람남,가게 허위신고하고 다음날 잠수 -> 영업정지3개월,벌금700 ->2천
5. 1~4번이 1년동안 일어난일그 이후에
1억 까먹은것땜에 영업정지당한 3개월동안 정신 못차이고 정신과상담 다님
-멍때리면서 운전하게됨
빨간불에 직진하다가 사고날뻔한적 많음
-정신차려보니 이러다 죽겠다 싶어서 집밖으로 안나옴
-난 술 싫어하는데 매일 밤마다 술마심
-울엄마 내가 뭔 일 날까봐 한동안 거실에서 자면서 지켜봄
-나한테 아무말도 안함
-밤마다 잠 안와서 수면제 먹고 잠 수면제를 2년동안 못끊음
-어느날 정신차려보니 엄마가 혼자 가게 살리고 있었음
-엄마한테 미안해서 정신차림
-영업정지 당한 가게는 권리 제대로 못받고 내놓고,
정신차리고 하나라도 남은 가게라도 살리자 싶어서 1년동안 죽자살자 일하고 매장 살려서 확장이전함81",8.0,1.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1004,ej._.222,2024-11-01,"진짜 2년동안 너무 힘들어서 친한친구 딱 두명 빼고 다 손절함
히키코모리 삶을 살았음 나가면 공황와서 화장실에서 숨고르는게 일이였음
그리고 아빠 장례식때 이후로 사람이 가려지더라
올해부터 조금씩 풀리는중이야2",2.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1005,yunapiee,2024-10-31,"와..삼잰줄도 모르고 내 인생 뭐같네 하고 살았는데 그랬구나..
나도..
직장 내 이지메 -> 퇴사종용 -> 우울증 -> 버티기로 악화 -> 결국 퇴사ㅋㅋㅋ
퇴사도 니탓 내탓하다가 결국 내탓 퇴사처리됐지..291",29.0,1.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1006,the_modgu,2024-10-31,나랑 똑같네....3,3.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1007,sungmin__yang,2024-11-01,"위탁부모가 되었다가 4단계 트라우마 가진 아이가 구라쳐서 CPS왔고 CPS는 아무문제 없다는거 에이전시에선 트집잡아서 자격 박탈당함내 자식 세명 죽음
두명은 그나마 내가 안아주기라도 할 수 있었는데 한명은 아예 보지도 못함
올 초 와이프 패혈증와서 죽을뻔함PTSD와서 1년 넘게 전문가랑 상담하고 있고 현재 진행형임날 죽이지 못하는 고통은 날 강하게 한다는 사실을 가지고 잘 살아가고 있음3",3.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1008,ttung_hyyo,2024-10-31,"지나가는 92년생 인데..
저도그래요..
1.이상한일 덮쳐서 법원3번
2.남친이별
3.갑상선암 진단..
우리힘내요 .🥹241",24.0,1.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1009,ss_s2_hr,2024-10-31,"2년동안 구설수 및 직장내괴롭힘
1년동안 건강이상 (신장, 치아, 역류성후두염)다들 나가는 삼재 조심하자
(2025년 생일전까지 삼재기운탄다네 ㅜ ㅜ)1",1.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1010,happy_hh1214,2024-10-31,"사람도 많이잃고 
믿었던사람들이 배신하고
이혼하고 
정신과도알아보는중이야진짜 겨우겨우버틴삼재였다..ㅜㅜ
내년엔 진짜 행복하자 92들..♡18",18.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1011,ducksun1892,2024-10-31,"요 몇년 고단했던건 사실이야. 근데 삼재를 따지고 싶지는 안았던게 늘 불안과 힘듬은 찾아오니깐. '삼재도 아닌데 왜이래? 삼재 지나갔다며'라고 탓하는? 생각하기 좀 그랬고 '삼재가 끝나서 이런일이 있는건가?'라는 생각으로 내 노력을 깎아내리고 싶지 않아서 삼재는 생각 안했던것 같어. 
인생이 60갑자만 보는 사주에 흔들리는게 싫었던것도 있는거 같아. 슈파~ 내 인생 마이웨이 걷겠다는데 삼재가 막아?2",2.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1012,psrkkw0318,2024-10-31,토닥토닥 같은 92긴한데 고생이 많네4,4.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1013,eeeenuee,2024-10-31,"저도 92 원숭이띠인데 ..정신과 치료 , 각종질병에 온갖검사와 오랜 약복용 
우연의 일치인지 .. 큰병원가서 검사받아보라는 말도 되게 많이 듣고 10개월 가까이 맨날 아팠어요 🥹1",1.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1014,soso._.young,2024-10-31,나 아직도 시도때도없이 우울하고 슬퍼.. 안좋은일만 우르르왓는데 ㅜ 정말 내년엔 좋은일 생기는거겟지?42,4.0,2.0,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1015,wanttobe_heard,2024-10-31,나는 91년생이지만 고양이가 암으로 하늘나라감 남편이 유전병 진단받음 자궁문제로인해 난암 에다 자궁적출이 답이라는 결과나옴 이나이에 남편의병이 아이를 낳으면 유전이 될수잇다고함 커리어는 7년째막힘 내가 장애가생겨서 직장을 못감 제발 내년에는 덜아프자 우리8,8.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1016,ekdusdl3,2024-10-31,"삼재야..? 몰랐는데🙄 난 빚은 생겼지만 그만큼
벌고 그 만큼 하는일이 잘 되고 있는 편이라 생각하는데
삼재라고 생각하지말자! 부정적인
생각은 금지금지🙅🏻‍♀️2",2.0,,,,https://www.threads.net/@the_modgu/post/DBxRWgOSNhF
1017,oomyjunoo,2024-10-29,직장부터 다시구하는건 어때31,3.0,1.0,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1018,warner_ono_lee,2024-10-29,이거 재밌나요?🤣,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1019,dahyeon_geum1013,2024-10-29,브레이킹배드 추천해요!!!!!!!!!!!!11,1.0,1.0,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1020,los_santos.yak,2024-10-29,그러다 제약사됨 조심조심11,1.0,1.0,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1021,dahyeon_geum1013,2024-10-29,"""하이젠버그""11",1.0,1.0,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1022,los_santos.yak,2024-10-29,치킨가게 사장과 협업 하시는 하이젠버그사장님 말씀하신 거죠?11,1.0,1.0,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1023,dahyeon_geum1013,2024-10-29,네에 에너지드링크 파는분이세여1,1.0,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1024,nayunj_interior,2024-10-29,"나도 직장 짤림 3주 마음고생함 
그리고 다시 나를 찾기 위해 운동부터 함 ^^",,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1025,giza_minsy,2024-10-29,에브리씽 에브리웨어 올앳원스! 자존감 치유되더라!,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1026,nedya,2024-10-30,난 내발로 나오긴 했는데 3개월 됐네. 포레스트검프 봐라.,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1027,adelas_89,2024-10-29,스레드에 짤린사람들많네..남일같지않다 나도짤리기바로직전인데ㅜㅜ,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1028,withspring_papillon,2024-10-29,윌스미스 “행복을 찾아서” 난 이거 자존감 떨어질때마다 봐,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1029,youn_golden_life,2024-10-30,"정신병동에도 아침이 와요 << 이거 추천할게
정말 많은 생각이 들게되고 나름 위로가 되는 넷플 드라마라고 생각해",,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1030,pshow84,2024-10-29,"뭘 하긴 짤렸으니 놀아야지 
나도 짤린지 3개월,.째 놀고있지",,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1031,haa__go,2024-10-29,인턴이라는 영화 좋드라 지나가는 일일거야! 잠깐 맘쓰고 또 훌훌 좋은날 올거야8,8.0,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1032,vitalize_adhd,2024-10-29,"영화 내사랑, 리틀 미스 선샤인. 두 영화 다 어쩌면 사회에서 동떨어진 사람들이 주인공인데 마음이 따뜻해지면서도 삶에 대한 이런저런 생각을 하게 해주더라.1",1.0,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1033,zens77,2024-10-30,"정신병동에도 아침이 와요
드라마 보니까 자존감 떨어진 환자의 에피소드 나오더라",,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1034,urgoldnhour,2024-10-29,The maid라는 드라마 추천해.,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1035,cocomogg,2024-10-29,아메리칸쉐프! 추천행,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1036,kongsslife,2024-10-29,내가 사랑한 스파이,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1037,wwwwzzz___,2024-10-29,무한도전처럼 실없이 웃는거 추천할게,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1038,kinoppicco,2024-10-29,그린북 추천!!1,1.0,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1039,saki_krr,2024-10-29,그 일본영화 백엔의 사랑이라고 있는데 같은 30대고 꿈도 희망도 없고 의욕도 없을때 보면 뭔가 힘을 받을수있을거 같아 난 보고 너무 좋았거든1,1.0,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1040,exittotheroom,2024-10-29,닥터슬럼프 추천 ㅋ,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1041,d_ha_pp__,2024-10-29,월터의 상상은 현실이 된다 있으면 추천 내겐 위로받는 느낌이었어1,1.0,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1042,sudo.sudo.root,2024-10-29,무한도전,,,,,https://www.threads.net/@the_modgu/post/DBsXJR0y9u_
1043,hyeonji4974,2024-10-26,누워있을 상태가 아니야? 일하는중!? 너의 질문의 답이 조금 헷갈리는데.. 일하는게 아니라면 잠시! 누워. 혹시!? 무기렴감이 온거라면 일단..당을 채워! 초콜릿 🍫 먹어봐.조금 나아질거야~!11,1.0,1.0,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1044,the_modgu,2024-10-26,"난 백수야
무기력감이 엄청 오네ㅠ1",,1.0,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1045,hyeonji4974,2024-10-26,"그렇구나 ~! 일단 단거 쫌 먹어봐. 나도, 그럴때 있어서 이것저것 해봤는데.. 정말 만사가 귀찮다는 말이 와닿왔어. 그래서 이것저것 시도해봤거든 참고로 난, 거희 무기력감이 1달넘게 지속되더라.. 무튼 근데 냉장고에서 초콜릿 🍫 보여서 먹었는데..뭔가!? 정신이 깬다고 해야되나?! 커피랑은 또 달라. 그러니까 일단 초콜릿 🍫 먹어봐! 길게가면 안돼. 병원가야돼! 힘내자! ✌️",,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1046,hey.lannie,2024-10-26,일단 몰좀 먹어볼래?1,,1.0,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1047,the_modgu,2024-10-26,먹기는.다 먹었어 커피도 밥도..,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1048,happay_and,2024-10-26,우선 누워있어봐4,4.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1049,jojojo000000,2024-10-27,누워만있어 주말인데뭐가문제야,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1050,beautybuilder_official,2024-10-26,그런 날은 진짜 누워 있어야 돼. 대신 내일 일어나서 열심히 움직여2,2.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1051,ss17181920,2024-10-27,누워있어 뭐가 걱정이야? 내가 그렇게 3주는 누워있었는데2,2.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1052,ker851013,2024-10-26,일단 일어나서 세수하고 집앞에 10분이라도 산책해 나가기싫으면 샤워하고 향수라도 뿌려봐 기분전환된다,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1053,hittomi82,2024-10-27,누워있다가 밖이 좀 어두워질때 따뜻한물에 샤워한번 하고 다시 누워보세요 샤워하고 누워있되 창문살짝 열어놓으면 밖에 소리도 들리면서 가을 냄새도 맡고 ^^,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1054,lee_jjongeun,2024-10-27,누워잇음되지 뭐가 걱정이야???1,1.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1055,cacao_jin,2024-10-26,바닷가산책이라도하세요,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1056,mgrmanyuchi,2024-10-26,누워서 스트레칭한다.,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1057,jihu_yd,2024-10-27,누워누워,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1058,rostargram,2024-10-26,누워있어 ㅎㅎ 지겹게 누워있다보면~ 하고싶은 날이 오겠지!!! 집이 좀 더러우면 어떻고 몸에서 냄새 좀 나면 어때~ 내가 다시 일어날 수 있는 힘을 기르고 있는 중인걸1,1.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1059,ip___sea,2024-10-26,충분히 누워있어!!!1,1.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1060,q___answers,2024-10-26,이불을 발로 차 온 힘을 다해!,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1061,robin.saxon,2024-10-26,그럼그렇게하세요 ㅋㅋㅋ자기맘이지요,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1062,yunheehahahoho,2024-10-27,누워있어!!2,2.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1063,body_return,2024-10-27,계~~속 누워있으면 계~~속 누워만 있고 싶고 무기력이 같이 오더라고~ 이럴땐 햇볕쬐면서 앉아있던지 슬슬 걸어댕겨봐,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1064,yong_dailylife,2024-10-26,그럼 누워있자~1,1.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1065,sharon79999,2024-10-26,누워있는게 어때서1,1.0,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1066,tteok_bomul,2024-10-27,"그렇게해!!
지쳐서 그런가봐..",,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1067,bell_tiger70,2024-10-26,일단 누워서 쉬세요...,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1068,agape760510,2024-10-27,설거지 방청소라도..,,,,,https://www.threads.net/@the_modgu/post/DBknHswSLY_
1069,mypceo,2024-10-22,힘들갰지만 스친들한테 근황 자주 알려줘! 넌 혼자가 아니야!31,3.0,1.0,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1070,the_modgu,2024-10-22,나 왜 이거보고 눈물이 나지51,5.0,1.0,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1071,mypceo,2024-10-22,시간이 지나고 보면 지금 이 순간도 인생에 꼭 필요한 소중한 시간이 될거야. 지켜봐줄게^^,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1072,berryblue1937,2024-10-22,그냥 쉬어 하고싶은거 생각해보구1,1.0,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1073,like._.merry,2024-10-22,고생했어! 조금 마음 놓고 쉬어1,1.0,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1074,ma.me_051,2024-10-22,아무생각말고 넷플릭스 정주행하고 좀 쉬어1,1.0,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1075,sweetliz__workout,2024-10-22,"일주일은 그냥 따뜻하게 맛난거 먹으면서 푹쉬고, 다이어리나 수첩 노트같은거 들고 카페가서 이것저것 끄적여봐, 낙서하다가 현재 기분이나 뭘 먹고싶거나 뭘 해보고 싶거나 배우고 싶은거 끄적여봐!!! 생각이 복잡할 땐 필기도구로 끄적여보면 뭔가 나오더라!!!! 일하고싶은거든 배우고싶은거든 !!!1",,,1.0,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1076,strawberry_market_,2024-10-22,일주일만 쉬어보면 뭔가 하고싶은게 생길거야!!1,1.0,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1077,yogijogi1212,2024-10-22,하.... 복잡하겠다....,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1078,ddang_pa_du,2024-10-22,힘내,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1079,sy43514,2024-10-22,조금 쉬어 쉬었다 하면 되지,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1080,hardtoloss,2024-10-22,나도! 오늘 그래서 도서관 다녀오고 짐정리 했어 하다가 지금 맥주 뜯고 폰하는데 내일 쉰다고 생각하니 편해,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1081,iyujeong2039,2024-10-22,잠시 쉬어가,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1082,jang.marisol,2024-10-22,"우선 쉬어
충전하고 다시 해",,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1083,i_am__somebody___,2024-10-22,"스하리완
나두 부탁해~",,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1084,055_poolvilla,2024-10-23,"마음이 힘들면
쉬어도,,,",,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1085,writebongg,2024-10-23,"차근차근 해나가다 보면 단순해질거야. 
할 수 있는 것부터 해나가보자.",,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1086,rdsnsnska,2024-10-22,마음이 여유롭자나~한잔해~,,,,,https://www.threads.net/@the_modgu/post/DBajDyvy-9M
1087,_jitwo_o,2024-10-18,힘내 ㅠㅠ 좋은 날 올거야 이런 얘기밖에 못해줘서 미안해 잘될거야,,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1088,sunbongeeeeeeeeee,2024-10-18,더 좋은 회사 가려고 하는 걸거야 힘내 울지마,,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1089,kkoddori,2024-10-18,힘내...,,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1090,insight.note,2024-10-19,"스친님 충격이 컸겠다😢 
일단 좀 마음을 추스리면서 
생각을 정리하는 시간을 가지면 좋을 거야
나쁜 기억을 떨쳐내야 
다시 앞으로 나갈 자신감과 용기가 생기는 것 같아1",1.0,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1091,changsungkwang,2024-10-18,아이고 ㅜㅠ 속상하겠다 ㅜㅠ,,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1092,fillfreefeel,2024-10-18,"나도 더 살아봐야겠지만
그 나쁜일이 결국 더 좋은일을 위한 하나의 수순일수도 있더라그냥 나쁜일이 있으니 좋은일도 오는게 아니라
좋은일을 위한 장치.(회사를 나가야 다른 더 좋은회사를 다닐 기회가 생기니까)2",2.0,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1093,055_poolvilla,2024-10-23,힘들었겠다 ㅠ,,,,,https://www.threads.net/@the_modgu/post/DBQTTsuSuJ5
1094,hyosoon_tti,2024-10-13,"어디까지 뺏는지 지켜봐… 
나도 그런 경험 있는데.. 
나도 아무말 없이 지켜봤는데 .. 
조금 지켜보는것도 답일듯물론 속은 터지지만 
아무렇지 않게 행동하는것도 갑갑하더이다 
그시간 참…1",1.0,,,,https://www.threads.net/@the_modgu/post/DBDgS20Sbm5
1095,miguel_choi,2024-10-13,Ms에서 무슨 일 했어. ? 지금은?,,,,,https://www.threads.net/@the_modgu/post/DBDgS20Sbm5
1096,gim_do,2024-10-13,"일단 멘탈 붙잡고 뭔가 책잡히지 않도록하자.
이럴 때 일 수록 더 잘해야해 ㅠ
녹음기 같은거 잘 챙기고…꼭 다른데 알아보고.1",1.0,,,,https://www.threads.net/@the_modgu/post/DBDgS20Sbm5
1097,gotblessyou,2024-10-13,쓰니 나이가 많은가? 나이가 어리면 이게 고민거리가 되? 날 필요로 하는 회사로 이직하면 되는거 아냐?1,,1.0,,,https://www.threads.net/@the_modgu/post/DBDgS20Sbm5
1098,the_modgu,2024-10-13,나 30대.. 당장 먹고살 걱정,,,,,https://www.threads.net/@the_modgu/post/DBDgS20Sbm5
1099,the_modgu,2024-10-11,@__ssuzip,,,,,https://www.threads.net/@the_modgu/post/DA73641y5T0
1100,the_modgu,2024-10-10,411,4.0,1.0,1.0,,https://www.threads.net/@the_modgu/post/DA95-3YSsq1
1101,comfort_luna,2024-08-25,162,16.0,2.0,,,https://www.threads.net/@comfort_hyun/post/C_D6szFzSUK
1102,comfort_luna,2024-08-25,네!! 보고 싶을거에요🌷4,4.0,,,,https://www.threads.net/@comfort_hyun/post/C_D6szFzSUK
1103,comfort_luna,2024-08-25,162,16.0,2.0,,,https://www.threads.net/@comfort_hyun/post/C_D6szFzSUK
1104,comfort_luna,2024-08-25,네!! 보고 싶을거에요🌷4,4.0,,,,https://www.threads.net/@comfort_hyun/post/C_D6szFzSUK
1105,miyuyumi_today,2024-09-10,"알게 모르게, 우리들은 우리들의 마음을 가장 먼저 외면하게 됩니다. 그래서일거에요, 그 우울이 사실은 예전부터 나를 봐달라고 소리치던 내 목소리였는데 스스로가 안들어주니 입을 닫아버린걸까 싶은..2",2.0,,,,https://www.threads.net/@gloomyygo/post/C_tvHM7T-36
1106,shu______u,2024-09-09,무슨음악 들어~?12,1.0,2.0,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1107,niel_wedding,2024-09-10,집청소를 하고 산책을 나가면 기분이 나아지더라구1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1108,dkandlfmaaaaa,2024-09-18,"적당히 우울하면 노래 듣거나 부르는데
많이 우울하면 우울에 눌려서 울거나 잠만 자1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1109,yeonhu.joy,2024-09-09,귀여운 인형 안기!1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1110,h_yong_0402,2024-09-10,나는 청소? 노래 겁나 크게 틀고?1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1111,gosony0908,2024-09-10,아무도 안 볼 때 엉엉 울다가 무작정 걷기2,2.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1112,t0_kk_1_,2024-09-10,음악 볼륨 평소보다 크게 듣습니다1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1113,ryo.glas,2024-09-09,sonymusickoreasonymusickorea1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_sFzn1R-K3
1114,shu______u,2024-09-10,유전 좀 있는거같아……1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1115,chloemoon918,2024-09-09,유전인거 같음1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1116,sprengeri1226,2024-09-09,결핍인듯21,2.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1117,da.hye.02,2024-09-09,의견에 동감합니다ㅋㅋ근데 그 결핍이 자녀들에게 전달되기도 하니 광의의 유전이라고 볼 수 있을 수도요..2,2.0,,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1118,niel_wedding,2024-09-10,유전은 아닌것 같아1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1119,hyeonyeonggyeonghyeon,2024-09-10,꼭 그런건 아님,,,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1120,jake_the_conqueror,2024-09-09,"그냥 병임, 사람은 고쳐쓰는거 아님ㅇㅇ1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_rbx6fyNKz
1121,kwolsan1980,2024-09-09,"생각보다 많아. 우울한 사람. 실연당한 사람, 결혼생활에 지친 사람 등등... 그래서 동질감 느껴31",3.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rO6ZsTvyw
1122,gloomyygo,2024-09-09,맞아 동질감 여기서 느낄 수 있더라1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rO6ZsTvyw
1123,shu______u,2024-09-10,나두..그 밑에 댓글들 보면서 위로도 받고..1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rO6ZsTvyw
1124,koko_thehealer,2024-09-10,"괜찮아, 혼자가 아니니까.2",2.0,,,,https://www.threads.net/@gloomyygo/post/C_rO6ZsTvyw
1125,happy_dianaaa,2024-09-09,그래도 결혼한게 안했을 때보다 안정감이 들지?21,2.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1126,gloomyygo,2024-09-09,맞아 그건 그래!...근데 옆사람한테 미안하기도 하고..11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
